F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,F72,F73,F74,F75,F76,F77,F78,F79,F80,F81,F82,F83,F84,F85,F86,F87,F88,F89,F90,F91,F92,F93,F94,F95,F96,F97,F98,F99,F100,F101,F102,F103,F104,F105,F106,F107,F108,F109,F110,F111,F112,F113,F114,F115,F116,F117,F118,F119,F120,F121,F122,F123,F124,F125,F126,F127,F128,F129,F130,F131,F132,F133,F134,F135,F136,F137,F138,F139,F140,F141,F142,F143,F144,F145,F146,F147,F148,F149,F150,F151,F152,F153,F154,F155,F156,F157,F158,F159,F160,F161,F162,F163,F164,F165,F166,F167,F168,F169,F170,F171,F172,F173,F174,F175,F176,F177,F178,F179,F180,F181,F182,F183,F184,F185,F186,F187,F188,F189,F190,F191,F192,F193,F194,F195,F196,F197,F198,F199,F200,Class
0,0.007874016,0,0.007874016,0,0,0.007874016,0.015748031,0,0,0,0.007874016,0,0.007874016,0,0.007874016,0.007874016,0,0.007874016,0.007874016,0,0,0.03937008,0.03937008,0.007874016,0,0,0.007874016,0.015748031,0.007874016,0.031496063,0,0.015748031,0,0,0.007874016,0.007874016,0.015748031,0,0,0,0,0.007874016,0,0,0.007874016,0.015748031,0,0.015748031,0.015748031,0,0.007874016,0.015748031,0,0,0,0.007874016,0,0,0,0,0,0,0,0,0,0.007874016,0,0.007874016,0,0,0.007874016,0.007874016,0,0,0,0.007874016,0,0.007874016,0,0.007874016,0,0,0.007874016,0,0,0,0,0,0.07086614,0,0,0.007874016,0,0.007874016,0.023622047,0.015748031,0,0.007874016,0,0,0,0.007874016,0.007874016,0,0.007874016,0,0.015748031,0,0.007874016,0.023622047,0,0.007874016,0,0,0.007874016,0,0.015748031,0,0.007874016,0,0,0.007874016,0.015748031,0.007874016,0.007874016,0,0,0,0,0.015748031,0,0,0,0.015748031,0,0.007874016,0,0,0,0,0,0.007874016,0,0.015748031,0,0,0.007874016,0,0.007874016,0,0.047244094,0.007874016,0,0,0,0,0,0,0.007874016,0,0,0,0,0,0.007874016,0,0,0,0,0.007874016,0,0,0.007874016,0,0,0,0,0.007874016,0.007874016,0,0.023622047,0,0,0,0,0,0.007874016,0.007874016,0,0.015748031,0,0.007874016,0,0,0.015748031,0.015748031,0,0,0,4
0,0,0,0.033898305,0,0.016949153,0,0,0,0.050847456,0,0.016949153,0,0,0,0,0,0,0.033898305,0,0,0.033898305,0.016949153,0,0,0,0,0,0.016949153,0.016949153,0.016949153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033898305,0,0,0,0,0,0,0,0,0.016949153,0.016949153,0,0,0,0,0,0,0,0.016949153,0.033898305,0.016949153,0,0,0,0,0,0,0,0.016949153,0,0,0.033898305,0,0.016949153,0,0.084745765,0,0,0,0,0,0,0,0.016949153,0.016949153,0.016949153,0,0.016949153,0,0,0,0,0,0,0,0,0,0,0.016949153,0,0,0,0,0,0,0.016949153,0,0,0,0,0,0,0.033898305,0,0,0.016949153,0.016949153,0,0.033898305,0,0,0,0,0,0,0,0,0,0,0.016949153,0,0,0,0,0.016949153,0.016949153,0.016949153,0,0,0,0,0,0.016949153,0.016949153,0,0,0,0,0,0.016949153,0,0,0,0,0,0,0,0,0,0,0,0.016949153,0,0,0.033898305,0,0,0,0,0,0,0.016949153,0,0,0,0,0,0,0,0,0,0.016949153,0,0,0.016949153,0,0.016949153,0.016949153,0,0,0,4
0,0,0.016393442,0.016393442,0,0,0.008196721,0.008196721,0,0,0,0,0,0.008196721,0,0.008196721,0.024590163,0.016393442,0,0.008196721,0,0.016393442,0.032786883,0.016393442,0,0,0,0.008196721,0.008196721,0,0.016393442,0.016393442,0,0,0.008196721,0.008196721,0,0,0,0.008196721,0,0,0,0,0.008196721,0,0.008196721,0,0.016393442,0.016393442,0,0,0.016393442,0,0,0,0,0,0,0,0,0,0,0,0,0.008196721,0.008196721,0.008196721,0.008196721,0.008196721,0,0,0,0,0,0,0,0,0.016393442,0,0.008196721,0.008196721,0,0,0,0,0.008196721,0,0,0.040983602,0,0,0,0,0,0.024590163,0,0,0.008196721,0,0,0,0.008196721,0,0,0,0,0.008196721,0.008196721,0,0.016393442,0.008196721,0.008196721,0.008196721,0,0,0,0.024590163,0.016393442,0,0.008196721,0.024590163,0.024590163,0.024590163,0.008196721,0.008196721,0,0.008196721,0.008196721,0,0,0,0,0,0.016393442,0.049180325,0.008196721,0,0,0,0.008196721,0,0,0,0.008196721,0,0,0,0,0.008196721,0,0.008196721,0.008196721,0,0,0,0,0.016393442,0,0,0,0.008196721,0,0,0,0,0,0,0,0,0,0.008196721,0,0,0,0,0.032786883,0,0,0.024590163,0,0.008196721,0,0.016393442,0.008196721,0,0,0,0.024590163,0,0,0.008196721,0.008196721,0,0.016393442,0,0,0.008196721,0,0,4
0,0,0,0.022727273,0,0,0,0.022727273,0,0,0,0.011363637,0,0.011363637,0.011363637,0.011363637,0,0,0.022727273,0.011363637,0,0,0.022727273,0.022727273,0,0.011363637,0.011363637,0,0.011363637,0.022727273,0.011363637,0,0,0,0,0,0.011363637,0,0,0,0,0,0,0,0,0,0.011363637,0,0,0.022727273,0,0.011363637,0.011363637,0,0,0,0,0,0,0.011363637,0,0,0.011363637,0,0,0,0,0,0.056818184,0.011363637,0,0.011363637,0,0,0,0,0,0.011363637,0.011363637,0,0.022727273,0.011363637,0,0,0.011363637,0,0.011363637,0,0.011363637,0,0.011363637,0,0,0,0.011363637,0,0,0,0.011363637,0.011363637,0,0,0,0,0.056818184,0,0,0.045454547,0,0.011363637,0,0,0.011363637,0,0.011363637,0,0,0.011363637,0,0,0,0.011363637,0.011363637,0.022727273,0,0.022727273,0,0.011363637,0,0,0,0.011363637,0,0,0,0.011363637,0,0,0.011363637,0,0,0,0,0.011363637,0,0,0,0.011363637,0,0,0,0.011363637,0,0,0,0,0,0,0.011363637,0,0.011363637,0,0,0,0,0.011363637,0,0,0,0,0.03409091,0,0,0,0.011363637,0,0,0,0,0,0.011363637,0,0,0,0,0,0.011363637,0,0,0,0.022727273,0,0,0,0,0.022727273,0.011363637,0,0,0,4
0,0,0,0.033333335,0,0.016666668,0,0,0,0.033333335,0,0.016666668,0,0,0,0,0.016666668,0,0.033333335,0,0,0,0.033333335,0,0,0,0,0,0.016666668,0,0.016666668,0,0,0,0,0,0,0,0,0.016666668,0,0,0,0,0,0,0,0,0,0.033333335,0,0,0,0,0,0,0.016666668,0,0.033333335,0,0,0,0,0,0,0,0,0.016666668,0.016666668,0,0,0,0,0,0,0,0,0.016666668,0,0,0.016666668,0,0.016666668,0,0.06666667,0.016666668,0,0,0,0,0,0,0,0.016666668,0.016666668,0.016666668,0,0,0,0,0,0,0,0,0,0,0,0.016666668,0,0,0,0.016666668,0,0,0.016666668,0,0,0,0,0,0,0.050000004,0,0,0.016666668,0.016666668,0,0.033333335,0,0,0,0,0,0,0,0.016666668,0,0,0,0,0,0,0,0.016666668,0,0.016666668,0,0,0,0,0,0.016666668,0.016666668,0,0,0,0,0,0.016666668,0.016666668,0.016666668,0,0,0,0,0,0,0,0,0,0.033333335,0,0,0.033333335,0,0,0.016666668,0,0,0,0.033333335,0,0,0,0,0,0,0,0,0,0,0,0,0.016666668,0.016666668,0,0.016666668,0,0,0,4
0,0.018518519,0,0,0,0,0,0.037037037,0,0.018518519,0,0.018518519,0,0,0,0,0.018518519,0,0.018518519,0,0,0,0,0,0,0,0,0,0,0,0.018518519,0,0,0.018518519,0,0,0,0,0,0.018518519,0,0,0,0,0,0,0.018518519,0.018518519,0,0,0.018518519,0,0,0,0,0,0.018518519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018518519,0,0,0,0,0.037037037,0,0,0.018518519,0.018518519,0.037037037,0,0,0.018518519,0.018518519,0,0.018518519,0,0,0,0.018518519,0.037037037,0,0.018518519,0,0,0,0,0,0,0,0.018518519,0,0,0.018518519,0.018518519,0.018518519,0,0,0,0,0.018518519,0.018518519,0,0,0.018518519,0,0,0,0.055555556,0,0,0,0.018518519,0.018518519,0,0,0,0,0,0,0.018518519,0,0,0,0,0.018518519,0,0.018518519,0,0,0.018518519,0,0,0,0,0,0,0,0.037037037,0,0,0,0,0,0.018518519,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018518519,0,0,0,0,0,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,0.018518519,0.018518519,0.018518519,0,0,0,0,4
0.016129032,0,0,0,0,0,0,0.016129032,0,0.016129032,0,0.016129032,0,0,0,0,0,0.016129032,0.032258064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016129032,0.016129032,0.016129032,0,0,0.016129032,0.016129032,0,0,0,0,0,0,0.032258064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016129032,0,0,0.032258064,0,0,0,0.032258064,0,0,0.016129032,0.016129032,0.016129032,0,0,0,0.016129032,0.016129032,0,0.016129032,0.032258064,0.016129032,0,0,0,0,0,0,0.016129032,0,0.016129032,0,0.016129032,0,0,0,0,0,0,0,0,0,0.032258064,0,0.016129032,0,0,0,0.016129032,0.016129032,0,0,0.016129032,0,0,0,0.032258064,0,0,0,0.032258064,0,0.016129032,0,0.016129032,0,0,0,0,0,0.016129032,0,0,0.016129032,0,0.016129032,0,0,0.016129032,0,0,0,0.016129032,0.032258064,0,0,0.032258064,0,0,0,0,0,0.016129032,0.016129032,0.016129032,0,0,0,0,0,0,0,0,0,0,0.016129032,0,0,0.016129032,0,0,0.016129032,0,0,0,0.016129032,0,0,0,0,0,0,0,0,0,0,0,0,0.016129032,0.016129032,0,0,0,0,0.016129032,4
0.016949153,0,0,0.016949153,0,0,0,0.016949153,0,0.033898305,0,0.016949153,0,0,0,0,0,0.016949153,0,0,0,0,0,0,0,0,0,0.016949153,0,0.016949153,0.016949153,0,0,0,0,0,0,0,0,0.016949153,0,0,0,0,0,0,0,0.033898305,0,0.016949153,0,0,0,0,0,0,0.016949153,0,0,0,0,0,0,0,0,0,0,0.016949153,0,0,0,0,0.016949153,0,0,0.016949153,0.016949153,0.033898305,0,0,0.016949153,0.016949153,0.016949153,0,0,0.033898305,0,0,0.033898305,0,0,0,0,0,0,0.016949153,0,0,0,0.016949153,0,0,0,0.016949153,0,0,0,0.016949153,0,0,0,0,0,0,0.016949153,0,0,0.016949153,0,0,0.016949153,0.050847456,0.016949153,0,0,0.016949153,0.016949153,0.016949153,0,0,0,0,0,0,0,0,0,0,0.016949153,0,0,0,0.016949153,0.016949153,0,0,0,0,0,0,0,0.033898305,0,0,0,0,0,0.016949153,0.016949153,0.016949153,0.016949153,0,0,0,0,0,0,0,0,0,0.016949153,0,0,0,0,0,0.016949153,0,0,0,0.06779661,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016949153,0,0,0,0,0.016949153,4
0,0,0,0.015625,0.015625,0.015625,0,0.015625,0,0,0,0.015625,0,0,0,0,0.015625,0,0.03125,0,0.015625,0,0,0,0,0,0,0.015625,0.015625,0.015625,0.015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0.015625,0,0.015625,0,0.03125,0,0,0,0,0,0,0.015625,0,0.015625,0,0,0.015625,0,0.015625,0,0,0.015625,0,0.03125,0,0,0.015625,0.015625,0.015625,0.015625,0.03125,0.015625,0,0,0.015625,0,0,0,0,0.015625,0.015625,0.015625,0,0,0,0,0,0,0,0.015625,0,0,0,0.015625,0,0,0,0,0,0.015625,0.03125,0,0.015625,0.015625,0,0,0,0.015625,0,0,0,0.046875,0,0,0,0.015625,0,0,0,0,0,0,0,0,0.015625,0,0,0,0.015625,0.015625,0,0,0,0.015625,0,0,0,0,0,0,0,0,0,0,0.015625,0,0.015625,0,0,0,0,0,0,0,0,0,0.015625,0,0.015625,0.03125,0,0,0.015625,0,0,0,0.015625,0,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0.015625,0,0,0,0,4
0.018867925,0,0,0.018867925,0.018867925,0,0,0.018867925,0,0.018867925,0,0.018867925,0,0,0,0,0,0.018867925,0,0,0,0.018867925,0.018867925,0,0,0,0,0,0,0.018867925,0.018867925,0,0,0,0,0,0.018867925,0,0,0.018867925,0,0,0,0,0,0,0,0.018867925,0,0.03773585,0,0,0,0,0,0,0.018867925,0,0,0.018867925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018867925,0.018867925,0,0,0,0,0.018867925,0,0.056603774,0.018867925,0,0,0.03773585,0,0,0,0,0,0.018867925,0.018867925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018867925,0,0,0,0,0,0.018867925,0.018867925,0.018867925,0,0,0.018867925,0.018867925,0,0,0,0,0,0.018867925,0,0,0,0,0,0.018867925,0,0,0.018867925,0,0.018867925,0,0,0,0.018867925,0,0,0,0.018867925,0,0,0,0,0.018867925,0,0.018867925,0.03773585,0,0,0,0,0,0,0,0,0,0,0,0.018867925,0,0,0,0,0,0,0,0,0.03773585,0,0,0,0,0,0,0,0.018867925,0,0.018867925,0,0,0,0.03773585,0,0,0,0,0.018867925,4
0.01724138,0,0,0.01724138,0,0,0,0.01724138,0,0.03448276,0,0.01724138,0,0,0,0,0.01724138,0.01724138,0.03448276,0,0,0,0,0,0,0,0,0,0,0.01724138,0.03448276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051724136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03448276,0,0,0.03448276,0,0.01724138,0,0.03448276,0,0,0,0.01724138,0,0,0,0,0,0.01724138,0.01724138,0,0,0,0,0,0,0,0.01724138,0,0,0,0.01724138,0.01724138,0,0,0,0,0,0.01724138,0,0,0.01724138,0,0,0.01724138,0.051724136,0.03448276,0,0.01724138,0.03448276,0.01724138,0,0,0,0,0,0,0,0,0.01724138,0,0,0.01724138,0,0,0,0,0.01724138,0,0,0,0.01724138,0,0,0,0.03448276,0,0,0,0,0,0,0.01724138,0,0.01724138,0,0,0,0,0,0,0,0,0,0.01724138,0,0,0.01724138,0,0,0.01724138,0,0,0,0.03448276,0,0,0,0,0,0,0,0,0,0.01724138,0,0,0.01724138,0.01724138,0,0.01724138,0,0,0,4
0,0,0,0.015625,0,0.015625,0,0,0,0.03125,0,0.015625,0,0,0,0,0.015625,0,0.03125,0,0,0,0.015625,0.015625,0,0,0,0,0.015625,0,0.015625,0,0,0,0,0,0.015625,0,0,0.015625,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0.015625,0,0,0,0,0,0,0,0,0.015625,0.015625,0,0,0,0,0,0,0,0,0.03125,0,0,0.03125,0,0.03125,0.015625,0.046875,0,0,0,0,0,0,0,0,0.015625,0,0.015625,0.015625,0,0,0,0,0,0,0,0.046875,0,0,0.015625,0,0,0,0.015625,0.015625,0,0.015625,0,0,0.015625,0,0,0,0.046875,0,0,0.015625,0.015625,0,0.03125,0,0,0,0,0,0,0,0,0,0,0.015625,0,0,0,0,0.015625,0,0,0,0.015625,0,0,0,0.03125,0.015625,0,0,0,0,0,0,0.015625,0.015625,0,0,0,0,0,0,0,0,0,0.015625,0,0,0.03125,0,0,0,0,0,0,0.03125,0,0,0.015625,0,0,0,0,0,0,0,0,0,0.015625,0.015625,0,0.015625,0,0,0,4
0,0,0,0,0.016129032,0.016129032,0,0,0,0.032258064,0,0.016129032,0,0,0,0,0.016129032,0,0.016129032,0,0.016129032,0,0,0,0,0,0,0,0,0,0.016129032,0,0,0,0,0,0,0,0,0.016129032,0,0,0,0,0,0,0,0,0,0.032258064,0,0,0,0,0,0,0.016129032,0,0,0,0,0,0,0,0,0.016129032,0,0.016129032,0,0,0,0.016129032,0.016129032,0,0,0.016129032,0,0.032258064,0,0,0.016129032,0.016129032,0.016129032,0.016129032,0.032258064,0,0,0,0.016129032,0,0,0,0.016129032,0.016129032,0,0.016129032,0,0,0,0,0,0,0,0.016129032,0,0,0,0,0.016129032,0,0,0,0,0.016129032,0.016129032,0,0,0,0,0,0,0.048387095,0,0,0.016129032,0,0,0.016129032,0,0.016129032,0,0.016129032,0.016129032,0,0,0.016129032,0,0,0.016129032,0,0,0,0.016129032,0.016129032,0,0,0,0.016129032,0,0,0,0.032258064,0.032258064,0,0,0,0,0,0,0,0.016129032,0,0,0,0,0,0,0,0,0,0,0,0,0.032258064,0,0,0.016129032,0,0,0.016129032,0.06451613,0,0,0,0,0,0,0,0,0,0,0,0,0.016129032,0.016129032,0,0,0,0,0,4
0,0,0,0,0.029411765,0.014705882,0,0.014705882,0,0.014705882,0,0.014705882,0,0,0,0,0,0,0.04411765,0,0.014705882,0,0.014705882,0.014705882,0,0,0.014705882,0,0,0.014705882,0,0,0,0,0,0,0,0,0,0,0.014705882,0,0,0,0,0,0,0.014705882,0,0.014705882,0,0,0,0,0,0,0.014705882,0,0.014705882,0,0,0,0,0,0,0,0,0.014705882,0.014705882,0,0,0.014705882,0.014705882,0,0,0.029411765,0,0,0,0,0.029411765,0.014705882,0.029411765,0,0.029411765,0.014705882,0.014705882,0,0,0,0,0,0.014705882,0,0.014705882,0.014705882,0,0,0,0,0,0,0,0,0,0.014705882,0,0.014705882,0,0,0,0,0,0,0.014705882,0,0.014705882,0,0,0,0,0.04411765,0,0,0.014705882,0,0,0.014705882,0,0.014705882,0,0,0.014705882,0,0,0.014705882,0,0,0.014705882,0,0,0,0,0.014705882,0,0,0,0.014705882,0,0,0,0,0.014705882,0,0,0,0,0.029411765,0,0,0.014705882,0,0,0,0,0,0,0,0,0.014705882,0.014705882,0,0,0.05882353,0,0.014705882,0.014705882,0,0,0,0.029411765,0,0,0.014705882,0,0,0,0,0,0,0,0,0,0,0.014705882,0,0,0,0,0,4
0,0.016129032,0,0.016129032,0,0.016129032,0,0.048387095,0,0.016129032,0,0,0,0,0,0,0.016129032,0,0.032258064,0,0,0,0,0,0,0,0,0,0,0.016129032,0.016129032,0,0,0,0,0,0,0,0,0.016129032,0,0,0,0,0,0,0,0,0.016129032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016129032,0,0,0.032258064,0,0.016129032,0,0,0.016129032,0.016129032,0.032258064,0,0.032258064,0,0,0,0.032258064,0,0,0,0.032258064,0.032258064,0.032258064,0,0,0,0,0,0,0,0,0.032258064,0,0,0.016129032,0.032258064,0,0,0,0,0,0,0.016129032,0,0,0,0,0,0,0,0,0.016129032,0.016129032,0.016129032,0,0.016129032,0,0.016129032,0,0,0,0,0,0,0,0,0.016129032,0,0.016129032,0,0,0.016129032,0,0,0,0,0,0,0,0,0.016129032,0,0,0,0,0.016129032,0.016129032,0,0.016129032,0,0,0,0,0,0,0,0.016129032,0,0.016129032,0,0,0.016129032,0,0.016129032,0.016129032,0,0.016129032,0,0.048387095,0,0,0.016129032,0,0,0,0,0,0,0.016129032,0,0,0,0.016129032,0,0,0,0,0,4
0,0.015625,0,0,0.015625,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0.03125,0.015625,0,0,0,0,0.015625,0,0,0,0,0.015625,0.015625,0,0,0,0,0,0,0.015625,0,0.015625,0,0,0,0,0.015625,0,0,0.015625,0,0,0,0,0,0,0,0,0,0,0.015625,0,0,0,0,0,0,0.015625,0,0,0.015625,0,0,0,0,0,0,0.03125,0,0.015625,0,0,0.015625,0.015625,0.03125,0.015625,0.046875,0,0,0,0.015625,0,0,0,0.015625,0.03125,0.015625,0.015625,0,0,0,0,0,0,0,0,0,0,0.015625,0.015625,0.015625,0,0,0,0.015625,0,0.015625,0,0,0,0,0,0,0.03125,0.015625,0,0,0.046875,0,0,0,0.015625,0,0,0,0,0.015625,0,0,0,0,0,0.015625,0,0,0.015625,0,0,0,0,0,0,0,0,0.015625,0,0,0,0,0.015625,0.015625,0.015625,0,0,0,0,0,0,0,0,0.015625,0,0,0.015625,0,0,0,0,0,0,0,0.015625,0.03125,0,0,0.015625,0,0,0,0,0,0,0.015625,0,0,0,0.015625,0,0,0,0,0.015625,4
0,0.018181818,0,0.018181818,0,0,0,0.036363635,0,0,0,0.018181818,0,0,0,0,0,0,0.036363635,0,0,0,0,0,0,0,0,0.018181818,0,0,0,0,0,0,0,0,0,0.018181818,0,0.036363635,0,0,0,0,0,0,0.018181818,0.018181818,0,0,0,0,0,0,0.018181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036363635,0,0.018181818,0,0,0,0,0.018181818,0,0.036363635,0,0,0,0.036363635,0,0,0,0.036363635,0.036363635,0.018181818,0.018181818,0,0,0,0,0,0,0,0.036363635,0,0,0.018181818,0.018181818,0,0,0,0,0,0,0.018181818,0,0,0.018181818,0,0,0,0.054545455,0.018181818,0,0,0.07272727,0,0,0,0.018181818,0,0,0,0,0,0,0,0,0.018181818,0,0,0,0,0.018181818,0,0,0,0,0.018181818,0,0,0,0.018181818,0,0,0,0,0.018181818,0,0,0,0.018181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036363635,0,0,0,0,0,0,0,0,0,0.018181818,0,0,0.018181818,0.018181818,0,0,0,0,0.018181818,4
0,0,0,0,0,0,0,0.029411765,0,0.014705882,0,0,0,0,0,0,0,0,0.05882353,0,0,0,0.04411765,0,0,0,0,0,0,0,0,0,0.014705882,0,0.014705882,0,0.014705882,0,0,0.029411765,0,0,0,0,0,0,0.014705882,0.014705882,0,0,0,0,0,0,0,0.014705882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014705882,0,0,0.014705882,0,0.029411765,0,0,0.014705882,0.014705882,0.04411765,0,0,0.014705882,0,0,0.014705882,0,0.014705882,0,0.014705882,0.014705882,0,0.014705882,0,0,0,0,0,0,0.014705882,0.029411765,0,0,0.014705882,0.014705882,0.029411765,0,0,0,0,0.014705882,0.014705882,0,0,0,0,0,0,0.04411765,0.029411765,0,0,0.014705882,0.014705882,0,0,0,0,0,0,0.014705882,0,0,0,0,0.014705882,0,0,0,0,0.029411765,0,0,0.014705882,0,0.014705882,0,0,0.014705882,0.014705882,0,0,0,0,0,0,0.014705882,0,0,0,0,0,0,0,0,0,0,0.014705882,0,0,0,0,0,0,0,0,0.029411765,0.029411765,0,0,0,0,0,0,0,0,0.014705882,0.014705882,0,0,0.014705882,0.014705882,0,0,0,0,0.014705882,4
0,0,0,0,0,0,0,0.020408163,0,0.020408163,0,0.020408163,0,0,0,0,0.020408163,0,0.040816326,0,0,0,0.020408163,0,0,0,0,0.020408163,0,0,0,0,0,0.020408163,0,0,0,0,0,0.020408163,0,0,0,0,0,0,0.020408163,0.020408163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020408163,0,0,0,0.020408163,0.020408163,0,0,0.020408163,0.020408163,0.040816326,0,0.020408163,0.020408163,0.020408163,0,0.020408163,0,0,0,0.020408163,0,0,0.020408163,0,0,0,0,0,0,0,0,0,0,0.020408163,0,0.020408163,0,0,0,0,0.020408163,0,0,0,0,0,0,0,0.08163265,0.020408163,0,0,0,0.020408163,0,0,0,0,0,0,0.020408163,0,0,0,0,0,0,0.020408163,0,0,0.020408163,0.020408163,0,0,0,0.020408163,0,0,0.020408163,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020408163,0,0,0,0,0,0,0,0,0,0,0.020408163,0,0,0,0.08163265,0,0.020408163,0,0,0,0,0,0,0,0,0,0,0.020408163,0,0,0,0,0,0.020408163,4
0,0,0,0.018867925,0.03773585,0.018867925,0,0.018867925,0,0.018867925,0,0.018867925,0,0,0,0,0,0,0.03773585,0,0,0,0.03773585,0,0,0,0,0,0,0.018867925,0.018867925,0.018867925,0,0,0,0,0,0,0,0.018867925,0,0,0,0,0,0,0,0,0,0.018867925,0,0,0,0,0,0,0.018867925,0,0,0,0,0,0,0,0,0,0,0.018867925,0,0,0,0,0,0,0,0.018867925,0,0,0,0,0.03773585,0.018867925,0.03773585,0.018867925,0.03773585,0,0.018867925,0,0.03773585,0,0,0,0.018867925,0.018867925,0.03773585,0.018867925,0,0,0,0,0,0,0,0.018867925,0,0,0,0.018867925,0,0,0,0,0,0,0.018867925,0,0.018867925,0,0,0,0,0,0,0,0.018867925,0.018867925,0,0.018867925,0,0.018867925,0,0,0,0,0,0.018867925,0,0,0.018867925,0,0,0,0,0.018867925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018867925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03773585,0,0,0.018867925,0,0,0,0.03773585,0,0,0.018867925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0.01923077,0,0.01923077,0,0.01923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01923077,0,0,0,0,0.01923077,0.01923077,0,0,0,0.01923077,0,0,0,0,0,0,0.03846154,0.03846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01923077,0,0,0,0,0,0,0.01923077,0,0,0,0,0.01923077,0,0,0,0.01923077,0.03846154,0,0,0.01923077,0.01923077,0,0,0,0.01923077,0,0,0.01923077,0,0.01923077,0,0.01923077,0,0,0,0,0,0,0,0,0.01923077,0.03846154,0,0,0,0,0,0,0.01923077,0,0,0.01923077,0,0,0,0.05769231,0,0,0,0,0.01923077,0.01923077,0,0,0,0,0,0,0,0.01923077,0,0,0.01923077,0,0,0,0,0,0.01923077,0,0,0,0.01923077,0,0,0.03846154,0,0,0,0,0,0,0,0.03846154,0,0,0,0,0,0,0,0,0,0,0.01923077,0.01923077,0,0,0,0,0.01923077,0,0,0,0.05769231,0,0,0,0,0,0,0,0.01923077,0,0,0.01923077,0,0,0.01923077,0.01923077,0,0,0,0.01923077,4
0.01923077,0,0,0,0.01923077,0,0,0.01923077,0,0.01923077,0,0.01923077,0,0,0,0,0.01923077,0.01923077,0,0,0,0,0.01923077,0,0,0,0,0.01923077,0,0.01923077,0.01923077,0,0,0,0,0,0,0,0,0.05769231,0,0,0,0,0,0,0,0,0,0.01923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01923077,0,0,0,0,0,0,0.01923077,0,0.01923077,0,0,0,0.01923077,0,0,0,0.01923077,0.01923077,0,0.01923077,0,0,0,0,0,0.01923077,0.01923077,0,0,0,0.01923077,0,0,0,0.03846154,0,0,0,0.01923077,0,0,0,0,0,0,0.01923077,0,0,0,0,0,0,0.09615385,0,0,0,0.01923077,0.03846154,0.01923077,0,0,0,0,0,0,0,0,0,0,0.01923077,0,0,0,0,0.01923077,0,0,0,0,0.01923077,0,0,0.01923077,0,0,0,0,0,0,0.01923077,0,0,0,0,0,0.01923077,0,0,0,0,0,0.01923077,0,0,0,0,0,0.01923077,0,0,0.01923077,0.05769231,0,0,0,0,0,0,0,0.01923077,0,0,0,0,0,0.01923077,0,0,0,0,0,4
